,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev,Lat,Long
497,DR,3,2015-02-04,5,58,150,4.0,21:28:00,21:58:00,21:47:00,989.0,19L,Bufonidae,Rhinella,tacana,0.0,hojarasca,saltando,0.26,16.3,,,3Bd088,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.0,100.0,1.0,995.25,282403,8562959
498,DR,3,2015-02-04,5,58,150,4.0,21:28:00,21:58:00,21:38:00,1057.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,rama,atento,0.19,14.0,,,3Bd090,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.0,100.0,1.0,995.25,282403,8562959
499,DR,3,2015-02-04,5,58,150,4.0,21:28:00,21:58:00,21:52:00,1059.0,19L,Bufonidae,Rhinella,tacana,0.4,hoja,alerta,0.15,13.7,,,3Bd087,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.0,100.0,1.0,995.25,282403,8562959
500,AB,5,2016-07-15,7,46,250,5.0,21:29:00,21:53:00,21:50:00,953.0,19L,Bufonidae,Rhinella,gr margaritifera,0.0,palo,alerta,6.88,42.9,,,5Bd123,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,947.25,282260,8563061
501,AB,5,2016-07-15,7,46,250,5.0,21:29:00,21:53:00,21:51:00,953.0,19L,Hylidae,Hypsiboas,sp nov,1.3,hoja,cantando,6.11,42.5,,,5Bd120,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,947.25,282260,8563061
502,AB,5,2016-07-15,7,46,250,5.0,21:29:00,21:53:00,21:41:00,953.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,suelo,activo,2.29,30.6,,,5Bd121,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,947.25,282260,8563061
503,AB,5,2016-07-15,7,46,250,5.0,21:29:00,21:53:00,21:42:00,947.0,19L,Centrolenidae,Cochranella,nola,1.9,hoja,activo,1.11,26.5,,,5Bd119,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,947.25,282260,8563061
504,AB,5,2016-07-15,7,46,250,5.0,21:29:00,21:53:00,21:45:00,948.0,19L,Centrolenidae,Cochranella,nola,1.4,hoja,caminando,0.95,24.0,,,5Bd122,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,947.25,282260,8563061
505,DR,3,2015-02-09,10,32,500,3.0,21:30:00,22:10:00,22:10:00,901.0,19L,Phyllomedusidae,Callimedusa,tomopterna,2.5,hoja,alerta,7.9,50.2,,,3Bd206,,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,878.25,281568,8563440
506,DR,3,2015-02-09,10,32,500,3.0,21:30:00,22:10:00,21:40:00,897.0,19L,Craugastoridae,Pristimantis,danae,0.3,hoja,alerta,1.5,24.8,,,3Bd204,,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,878.25,281568,8563440
507,EC,1,2014-06-24,6,4,1000,3.0,21:30:00,22:10:00,21:49:00,838.607117,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en vegetacion cortada,saltando,0.99,23.9,,,Bd100,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,830.75,281469,8563246
508,EC,1,2014-06-24,6,4,1000,3.0,21:30:00,22:10:00,21:58:00,836.392273,19L,Craugastoridae,Pristimantis,aff pharangobates,0.5,en hoja de herbacea,activo,0.46,17.81,,,Bd101,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,830.75,281469,8563246
509,DR,3,2015-02-09,10,32,500,3.0,21:30:00,22:10:00,21:35:00,895.0,19L,Craugastoridae,Pristimantis,danae,1.0,hoja,atento,0.45,16.7,,,3Bd203,,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,878.25,281568,8563440
510,DR,3,2015-02-09,10,32,500,3.0,21:30:00,22:10:00,21:58:00,900.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,alerta,0.18,9.4,,,3Bd205,,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,878.25,281568,8563440
511,DR,3,2015-02-09,10,31,500,3.0,21:31:00,22:11:00,21:48:00,906.0,19L,Craugastoridae,Noblella,sp,0.2,hoja,alerta,0.12,10.0,,,3Bd210,,Garua,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,916.25,281955,8563134
512,EC,1,2014-06-18,1,56,150,3.0,21:32:00,22:13:00,21:39:00,977.412048,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,2.83,32.07,,,Bd010,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,976.0,282275,8562940
513,EC,1,2014-06-18,1,56,150,3.0,21:32:00,22:13:00,21:40:00,973.876587,19L,Craugastoridae,Pristimantis,danae,0.0,en vegetacion cortada,saltando,2.34,30.09,,,Bd011,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,976.0,282275,8562940
514,EC,1,2014-06-18,1,56,150,3.0,21:32:00,22:13:00,22:06:00,981.05481,19L,Craugastoridae,Pristimantis,danae,0.35,en una rama caida,activo,1.39,26.2,,,Bd013,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,976.0,282275,8562940
515,EC,1,2014-06-18,1,56,150,3.0,21:32:00,22:13:00,21:38:00,977.412048,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en una hoja,activo,0.87,20.7,,,Bd009,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,976.0,282275,8562940
516,EC,1,2014-06-18,1,56,150,3.0,21:32:00,22:13:00,21:50:00,969.280701,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,,,0.78,21.3,,,Bd012,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,976.0,282275,8562940
517,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:41:00,989.0,,Craugastoridae,Pristimantis,ockendeni,1.3,hoja,alerta,0.4,9.3,,,4Bd118,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
518,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:45:00,988.0,,Hylidae,Osteocephalus,mimeticus,0.3,rama,alerta,5.1,44.5,,,4Bd121,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
519,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:45:00,988.0,,Hylidae,Osteocephalus,mimeticus,0.3,rama,alerta,5.0,43.7,,,4Bd120,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
520,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:45:00,988.0,,Hylidae,Osteocephalus,mimeticus,0.3,rama,alerta,4.25,42.7,,,4Bd119,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
521,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:52:00,991.0,,Bufonidae,Rhinella,tacana,0.0,hojarasca,caminando,1.85,28.3,,,4Bd117,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
522,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:50:00,,,Bufonidae,Rhinella,tacana,0.0,hojarasca,alerta,1.8,28.0,,,4Bd116,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
523,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:45:00,,,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,0.9,21.2,,,4Bd115,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
524,RI,4,2015-07-21,8,64,50,5.0,21:34:00,21:58:00,21:40:00,,,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,0.9,21.9,,,4Bd114,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.25,102.874,0.23,996.5,282189,8562639
525,LC,2,2014-10-06,11,42,250,4.0,21:36:00,22:06:00,21:58:00,,,Bufonidae,Rhinella,tacana,110.0,sobre hoja,cantando,1.09,24.0,,,2Bd145,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,107.701,0.93,964.5,282085,8562901
526,RI,4,2015-07-18,5,61,50,4.0,21:37:00,22:07:00,22:06:00,1057.364014,19L,Craugastoridae,Pristimantis,danae,0.9,hoja,cantando,1.41,26.1,,,4Bd076,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,102.162,0.05,1060.25,282264,8562430
527,RI,4,2015-07-18,5,61,50,4.0,21:37:00,22:07:00,21:53:00,1031.0,19L,Craugastoridae,Pristimantis,danae,1.4,rama,activo,1.35,24.4,,,4Bd078,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,102.162,0.05,1060.25,282264,8562430
528,RI,4,2015-07-18,5,61,50,4.0,21:37:00,22:07:00,22:07:00,1056.380249,19L,Bufonidae,Rhinella,tacana,2.0,hoja,alerta,1.11,21.9,,,4Bd075,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,102.162,0.05,1060.25,282264,8562430
529,RI,4,2015-07-18,5,61,50,4.0,21:37:00,22:07:00,22:04:00,1056.088013,19L,Craugastoridae,Pristimantis,ockendeni,1.5,hoja,alerta,1.01,21.7,,,4Bd077,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,102.162,0.05,1060.25,282264,8562430
530,EC,1,2014-06-27,9,25,500,3.0,21:40:00,22:20:00,21:53:00,923.847716999999,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,1.18,25.5,,,Bd157,,,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,21.0,100.0,0.0,923.75,281733,8562807
531,EC,1,2014-06-27,9,25,500,3.0,21:40:00,22:20:00,22:11:00,923.632445999999,19L,Craugastoridae,Pristimantis,gagliardi,0.0,en hojarasca,esperando,0.53,17.5,,,Bd156,,Cerca al punto GPS( 10m),2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,21.0,100.0,0.0,923.75,281733,8562807
532,AB,5,2016-10-07,3,41,250,5.0,21:41:00,22:05:00,22:01:00,965.0,19L,Hylidae,Osteocephalus,mimeticus,1.0,hoja,saltando,4.26,43.5,,,5Bd046,,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.25,,0.33,956.0,282078,8562846
533,AB,5,2016-10-07,3,41,250,5.0,21:41:00,22:05:00,22:05:00,966.0,19L,Bufonidae,Rhinella,tacana,2.0,tallo,alerta,3.22,33.8,,,5Bd042,,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.25,,0.33,956.0,282078,8562846
534,AB,5,2016-10-07,3,41,250,5.0,21:41:00,22:05:00,21:48:00,950.0,19L,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,2.7,30.7,,,5Bd047,,GPS aproximado,2016,10,7,,,,99.0,1.98,50.0,0.0,21.25,,0.33,956.0,282078,8562846
535,AB,5,2016-10-07,3,41,250,5.0,21:41:00,22:05:00,21:45:00,951.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,activo,1.17,25.6,,,5Bd043,,GPS aproximado,2016,10,7,,,,99.0,1.98,50.0,0.0,21.25,,0.33,956.0,282078,8562846
536,AB,5,2016-10-07,3,41,250,5.0,21:41:00,22:05:00,21:52:00,950.0,19L,Craugastoridae,Pristimantis,gagliardi,0.4,suelo,saltando,0.42,17.7,,,5Bd045,,GPS aproximado,2016,10,7,,,,99.0,1.98,50.0,0.0,21.25,,0.33,956.0,282078,8562846
537,AB,5,2016-10-07,3,41,250,5.0,21:41:00,22:05:00,22:03:00,965.0,19L,Craugastoridae,Pristimantis,gagliardi,0.5,hoja,alerta,0.18,12.4,,,5Bd044,,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.25,,0.33,956.0,282078,8562846
538,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,21:50:00,1010.0,19L,Bufonidae,Rhinella,tacana,0.2,hoja,alerta,2.14,28.8,,,5Bd096,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
539,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,21:54:00,1000.0,19L,Craugastoridae,Pristimantis,danae,0.9,hoja,activo,0.91,23.2,,,5Bd097,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
540,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,21:50:00,1010.0,19L,Bufonidae,Rhinella,tacana,0.3,hoja,alerta,0.39,16.7,,,5Bd094,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
541,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,22:01:00,996.0,19L,Craugastoridae,Pristimantis,okmoi,0.4,hoja,alerta,0.29,14.2,,,5Bd098,22285,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
542,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,21:47:00,1000.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,activo,0.19,13.0,,,5Bd101,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
543,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,21:48:00,997.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.18,11.6,,,5Bd093,,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
544,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,21:55:00,1010.0,19L,Bufonidae,Rhinella,tacana,0.0,suelo,alerta,0.15,28.4,,,5Bd095,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
545,AB,5,2016-07-14,6,51,150,5.0,21:44:00,22:08:00,22:02:00,1010.0,19L,Craugastoridae,Pristimantis,ockendeni,0.0,suelo,activo,0.06,8.8,,,5Bd102,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1005.5,282114,8562656
546,AB,5,2016-07-12,5,28,500,6.0,21:47:00,22:07:00,21:49:00,927.0,19L,Hylidae,Hypsiboas,sp nov,0.7,hoja,cantando,6.79,42.4,,,5Bd071,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.75,281903,8562901
547,AB,5,2016-07-12,5,28,500,6.0,21:47:00,22:07:00,22:05:00,920.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,suelo,alerta,3.0,34.2,,4705-4720,5Bd074,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.75,281903,8562901
548,AB,5,2016-07-12,5,28,500,6.0,21:47:00,22:07:00,22:00:00,919.0,19L,Craugastoridae,Pristimantis,aff altamazonica,1.3,tallo,activo,0.96,14.0,,,5Bd073,22276,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.75,281903,8562901
549,AB,5,2016-07-12,5,28,500,6.0,21:47:00,22:07:00,22:07:00,949.0,19L,Craugastoridae,Noblella,sp,1.5,tallo,activo,0.15,11.2,,,5Bd072,,GPS aproximado,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.75,281903,8562901
550,LC,2,2014-10-03,8,68,50,3.0,21:50:00,22:30:00,22:11:00,1005.0,19L,Bufonidae,Rhinella,tacana,70.0,sobre hoja de helecho,alerta,0.79,21.4,,,2Bd101,,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,998.5,282335,8562866
551,LC,2,2014-10-03,8,68,50,,21:50:00,22:30:00,22:25:00,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.26,11.8,,camara juancarlos,2Bd102,154390,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,998.5,282335,8562866
552,EC,1,2014-06-20,3,8,1000,3.0,21:52:00,22:32:00,22:13:00,804.54718,19L,Bufonidae,Rhinella,tacana,0.6,en hoja,activo,1.15,23.03,,,Bd034,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,820.75,281585,8563480
553,EC,1,2014-06-20,3,8,1000,3.0,21:52:00,22:32:00,21:57:00,822.690247,19L,Leptodactylidae,Adenomera,andreae,0.0,en el suelo,alerta,1.04,19.6,,,Bd033,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,820.75,281585,8563480
554,EC,1,2014-06-20,3,8,1000,3.0,21:52:00,22:32:00,22:24:00,809.616882,19L,Craugastoridae,Pristimantis,ockendeni,1.8,en hoja,alerta,0.84,23.42,,,Bd035,,En hoja de Melastomataceae de 4 m de altura,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,820.75,281585,8563480
555,AB,5,2016-09-07,2,58,150,5.0,21:57:00,22:21:00,22:21:00,998.0,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.0,suelo,reposo,1.44,39.3,,4580-4586,5Bd032,22264,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.75,,0.24,995.25,282403,8562959
556,AB,5,2016-09-07,2,58,150,5.0,21:57:00,22:21:00,22:06:00,998.0,19L,Bufonidae,Rhinella,tacana,0.0,paca caida,atento,0.64,17.8,,,5Bd030,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.75,,0.24,995.25,282403,8562959
557,AB,5,2016-09-07,2,58,150,5.0,21:57:00,22:21:00,22:12:00,997.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.51,17.0,,,5Bd031,,,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.75,,0.24,995.25,282403,8562959
558,DR,3,2015-02-08,9,62,50,3.0,21:59:00,22:39:00,22:19:00,1055.0,19L,Bufonidae,Rhinella,tacana,0.4,hoja,activo,1.78,27.6,,,3Bd173,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1050.5,282215,8562499
559,DR,3,2015-02-08,9,62,50,3.0,21:59:00,22:39:00,22:07:00,1057.0,19L,Craugastoridae,Pristimantis,danae,2.2,tallo,cantando,1.72,27.1,,,3Bd176,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1050.5,282215,8562499
560,DR,3,2015-02-08,9,62,50,3.0,21:59:00,22:39:00,22:03:00,1056.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,1.1,24.2,,,3Bd172,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1050.5,282215,8562499
561,DR,3,2015-02-08,9,62,50,3.0,21:59:00,22:39:00,22:05:00,1057.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,cantando,0.43,17.3,,,3Bd174,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1050.5,282215,8562499
562,DR,3,2015-02-08,9,62,50,3.0,21:59:00,22:39:00,22:13:00,1056.0,19L,Leptodactylidae,Adenomera,andreae,0.2,suelo,saltando,0.36,15.6,,,3Bd175,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1050.5,282215,8562499
563,AB,5,2016-07-11,4,31,500,5.0,22:01:00,22:25:00,22:15:00,921.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,,,,,,,"se escapo, gps aproximado",2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.0,,0.42,916.25,281955,8563134
564,AB,5,2016-07-11,4,31,500,5.0,22:01:00,22:25:00,22:13:00,911.0,19L,Hylidae,Osteocephalus,mimeticus,0.3,hoja,alerta,3.68,43.3,,,5Bd061,,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.0,,0.42,916.25,281955,8563134
565,AB,5,2016-07-11,4,31,500,5.0,22:01:00,22:25:00,22:25:00,911.0,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,hoja,alerta,1.16,37.2,26.9,,5Bd059,,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.0,,0.42,916.25,281955,8563134
566,AB,5,2016-07-11,4,31,500,5.0,22:01:00,22:25:00,22:24:00,909.0,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.7,hoja,alerta,0.97,34.0,23.6,4674-4684,5Bd060,22275,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.0,,0.42,916.25,281955,8563134
567,EC,1,2014-06-28,10,58,150,3.0,22:02:00,22:42:00,22:35:00,994.247253,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.15,en hoja,activo,0.81,29.0,,,Bd172,,Cola=24.1,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,18.0,103.0,0.01,995.25,282403,8562959
568,EC,1,2014-06-28,10,58,150,3.0,22:02:00,22:42:00,22:42:00,1001.32305899999,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.78,18.42,,,Bd171,,"con 2 lineas, Cerca al punto GPS",2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,18.0,103.0,0.01,995.25,282403,8562959
569,EC,1,2014-06-28,10,58,150,3.0,22:02:00,22:42:00,22:15:00,995.823303,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.59,17.78,,,Bd169,,con 2 lineas,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,18.0,103.0,0.01,995.25,282403,8562959
570,EC,1,2014-06-28,10,58,150,3.0,22:02:00,22:42:00,22:21:00,994.843627999999,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.57,17.25,,,Bd170,,Normal sin lineas,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,18.0,103.0,0.01,995.25,282403,8562959
571,EC,1,2014-06-28,10,58,150,3.0,22:02:00,22:42:00,22:18:00,994.843627999999,19L,Leptodactylidae,Adenomera,andreae,0.0,en el suelo,saltando,0.53,17.5,,,Bd167,,Normal sin lineas,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,18.0,103.0,0.01,995.25,282403,8562959
572,EC,1,2014-06-28,10,58,150,3.0,22:02:00,22:42:00,22:19:00,994.843627999999,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,0.35,17.7,,,Bd168,,a 1m del punto GPS,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,18.0,103.0,0.01,995.25,282403,8562959
573,RI,4,2015-07-16,3,70,50,5.0,22:07:00,22:31:00,22:16:00,1018.0,19L,Hylidae,Dendropsophus,aff minutus,0.3,hoja,cantando,,,,,,,se escapo,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.082,102.874,0.0,1041.25,282435,8562787
574,RI,4,2015-07-16,3,70,50,5.0,22:07:00,22:31:00,22:28:00,,,Craugastoridae,Pristimantis,danae,0.0,hojarasca,alerta,1.28,23.5,,,4Bd046,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.082,102.874,0.0,1041.25,282435,8562787
575,RI,4,2015-07-16,3,70,50,5.0,22:07:00,22:31:00,22:18:00,1026.478882,19L,Craugastoridae,Pristimantis,danae,0.7,hoja,cantando,1.11,22.0,,,4Bd048,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.082,102.874,0.0,1041.25,282435,8562787
576,RI,4,2015-07-16,3,70,50,5.0,22:07:00,22:31:00,22:30:00,,,Leptodactylidae,Adenomera,andreae,0.0,hojarasca,saltando,0.65,16.6,,,4Bd047,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.082,102.874,0.0,1041.25,282435,8562787
577,RI,4,2015-07-16,3,70,50,5.0,22:07:00,22:31:00,22:16:00,1018.0,19L,Hylidae,Dendropsophus,aff minutus,0.3,hoja,cantando,0.5,17.6,,,4Bd050,154476,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.082,102.874,0.0,1041.25,282435,8562787
578,RI,4,2015-07-16,3,70,50,5.0,22:07:00,22:31:00,22:23:00,,,Craugastoridae,Pristimantis,danae,0.0,hojarasca,saltando,0.46,17.0,,,4Bd049,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.082,102.874,0.0,1041.25,282435,8562787
579,DR,3,2015-02-06,7,37,250,5.0,22:08:00,22:32:00,22:09:00,1096.0,19L,Craugastoridae,Pristimantis,danae,0.5,hoja seca,atento,0.35,16.2,,,3Bd159,,Nublado con truenos,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,22.0,98.0,0.96,998.5,282018,8562609
580,DR,3,2015-02-06,7,37,250,5.0,22:08:00,22:32:00,22:15:00,1097.0,19L,Craugastoridae,Pristimantis,danae,0.7,hoja,saltando,0.29,15.8,,,3Bd160,,Nublado con truenos,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,22.0,98.0,0.96,998.5,282018,8562609
581,RI,4,2015-07-17,4,55,150,3.0,22:10:00,22:50:00,22:40:00,986.0,19L,Hylidae,Hypsiboas,sp nov,0.0,tronco,cantando,6.57,44.1,,,4Bd065,,,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,18.082,102.399,0.01,965.75,282204,8562882
582,RI,4,2015-07-17,4,55,150,3.0,22:10:00,22:50:00,22:30:00,,,Craugastoridae,Pristimantis,danae,0.5,rama,activo,1.05,21.07,,,4Bd066,,,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,18.082,102.399,0.01,965.75,282204,8562882
